iter,elapsed_time,obj,gradnorm,eval,grad,L,iter_inner
108,3.604212988022482,0.026948074622966688,0.0014187684917571135,0,240,0.09591376071380991,108
109,3.633028196025407,0.026448924362648972,0.0014021385057099605,0,242,0.08632238464242893,109
110,3.6618214460322633,0.025962473126933394,0.0013859117587498142,0,244,0.07769014617818604,110
111,3.690190446039196,0.02548582601394165,0.001369765047108332,0,246,0.06992113156036743,111
112,3.718090613052482,0.02501609227437842,0.0013533768148700277,0,248,0.06292901840433068,112
113,3.745954613055801,0.024550406078611555,0.0013370542708473507,0,250,0.056636116563897616,113
114,3.775171447050525,0.02408600929406399,0.00132850280283676,0,252,0.050972504907507855,114
115,3.8041160300490446,0.023621559534565073,0.0014762524197163634,0,254,0.04587525441675707,115
116,3.846951322047971,0.023170490122538523,0.0015835481422335246,0,257,0.08257545795016273,116
117,3.8904947390547022,0.022736534609873144,0.0012930596486638083,0,260,0.14863582431029293,117
118,3.9184410310408566,0.0223240878418675,0.0012478449658264673,0,262,0.13377224187926365,118
119,3.9462256980186794,0.021928964672394545,0.0012337287139862348,0,264,0.12039501769133729,119
120,3.9753066150296945,0.0215488870808874,0.0012200761387900728,0,266,0.10835551592220356,120
121,4.004088949033758,0.021181833232198882,0.0012075362540695546,0,268,0.09751996432998321,121
122,4.032666366052581,0.02082574995438161,0.00119563213261278,0,270,0.08776796789698489,122
123,4.061771616048645,0.020478563537809153,0.0011845496370256493,0,272,0.0789911711072864,123
124,4.0908874080341775,0.02013819150833065,0.001176650433134268,0,274,0.07109205399655777,124
125,4.119905075029237,0.019802673217184076,0.001192217411330242,0,276,0.063982848596902,125
126,4.148611033015186,0.01947167235701471,0.001430255990300909,0,278,0.0575845637372118,126
127,4.190471616020659,0.01914865922710129,0.0012657493296737174,0,281,0.10365221472698123,127
128,4.232964157999959,0.018843030652776347,0.0012541741998895466,0,284,0.18657398650856621,128
129,4.260753117006971,0.018550969633749612,0.0011214700938290698,0,286,0.1679165878577096,129
130,4.288730200001737,0.018272944343258813,0.0011081766742232395,0,288,0.15112492907193864,130
131,4.316729408019455,0.018006553751544186,0.0011002374893716521,0,290,0.1360124361647448,131
132,4.345251783030108,0.0177502644322993,0.0010935711337128247,0,292,0.1224111925482703,132
133,4.373647616041126,0.01750253727456849,0.00108733048263356,0,294,0.11017007329344328,133
134,4.40437690805993,0.017261803520082306,0.0010812756529407302,0,296,0.09915306596409895,134
135,4.437557908066083,0.017026458550632957,0.00107514598454972,0,298,0.08923775936768906,135
136,4.467557075055083,0.016794863375902597,0.001068692553658025,0,300,0.08031398343092015,136
137,4.496461450064089,0.01656534889522968,0.0010616727384540714,0,302,0.07228258508782814,137
138,4.525172159075737,0.01633622413390906,0.001053939241548341,0,304,0.06505432657904534,138
139,4.553033618081827,0.016105791235658858,0.0010459692920431884,0,306,0.0585488939211408,139
140,4.58631145110121,0.015872423988493,0.0010478666812273251,0,308,0.05269400452902672,140
141,4.616818160109688,0.01563573245625711,0.001226771545947343,0,310,0.04742460407612405,141
142,4.677095493127126,0.01540631610403977,0.0010622397791390395,0,314,0.17072857467404656,142
143,4.70649382614647,0.015186662467126652,0.0010028518492659145,0,316,0.15365571720664192,143
144,4.737336826132378,0.014975265059127503,0.0009936405837828826,0,318,0.13829014548597773,144
145,4.7682194091321435,0.01477075657323946,0.0009848610219475018,0,320,0.12446113093737997,145
146,4.798637742118444,0.014572093849027296,0.0009764970038971939,0,322,0.11201501784364197,146
147,4.82950636712485,0.014378207495357996,0.0009683620885808797,0,324,0.10081351605927777,147
148,4.8631467421364505,0.01418800076962017,0.0009603134217281795,0,326,0.09073216445335,148
149,4.894741159136174,0.014000348095203334,0.0009521850729172541,0,328,0.081658948008015,149
150,4.926283909153426,0.013814096468903154,0.0009438368317063792,0,330,0.0734930532072135,150
151,4.956486951152328,0.013628070178557616,0.0009352856053623188,0,332,0.06614374788649215,151
152,4.986018493160373,0.013441090949071116,0.0009287858487325765,0,334,0.05952937309784293,152
153,5.016133409168106,0.013252157104498329,0.000955635470437392,0,336,0.05357643578805864,153
154,5.044369034178089,0.013063585650708538,0.0014415728000575015,0,338,0.04821879220925278,154
155,5.102321242186008,0.012875766502946742,0.001051031903613312,0,342,0.17358765195331,155
156,5.1320545751659665,0.012697272107839993,0.0008835312007421417,0,344,0.156228886757979,156
157,5.1625119501841255,0.012526230058464833,0.0008748461036241407,0,346,0.1406059980821811,157
158,5.192816742201103,0.01236085877755291,0.0008662792802347582,0,348,0.126545398273963,158
159,5.224574950203532,0.01220038593641277,0.0008584769938605343,0,350,0.1138908584465667,159
160,5.2554330751881935,0.012044007956457409,0.0008510362496328336,0,352,0.10250177260191003,160
161,5.285844783182256,0.011890895508549987,0.0008438384093435048,0,354,0.09225159534171902,161
162,5.315718449186534,0.011740190680774533,0.0008367450263078534,0,356,0.08302643580754712,162
163,5.343990699213464,0.011591008068452837,0.0008297140182093074,0,358,0.07472379222679242,163
164,5.372787449217867,0.011442441586886183,0.0008236339533797982,0,360,0.06725141300411318,164
165,5.400732657202752,0.011293612805496664,0.0008283915400010814,0,362,0.06052627170370186,165
166,5.429070324200438,0.011144300234944692,0.0009647438552183989,0,364,0.05447364453333167,166
167,5.471469116193475,0.010997518925979917,0.000921516724206828,0,367,0.09805256015999701,167
168,5.5135842411837075,0.010856711116493466,0.0008570059243354821,0,370,0.17649460828799463,168
169,5.541558366181562,0.01072139975225728,0.0007839947707250914,0,372,0.15884514745919517,169
170,5.5691621161822695,0.010591378347883776,0.0007775709594101978,0,374,0.14296063271327566,170
171,5.596959199174307,0.010465680715183544,0.0007720188420617313,0,376,0.1286645694419481,171
172,5.624746532150311,0.010343674867298373,0.0007669859006802165,0,378,0.11579811249775329,172
173,5.652077366161393,0.01022470374291486,0.0007622283295403385,0,380,0.10421830124797797,173
174,5.6796068251424,0.01010808334744204,0.0007576149372632679,0,382,0.09379647112318018,174
175,5.707487033156212,0.009993101234965312,0.0007529943580395322,0,384,0.08441682401086216,175
176,5.735472242144169,0.009879017418195017,0.000748279155179844,0,386,0.07597514160977595,176
177,5.763188242155593,0.00976506799444627,0.0007437546402167722,0,388,0.06837762744879836,177
178,5.790505951154046,0.00965048777722023,0.0007438843575555713,0,390,0.06153986470391852,178
179,5.818638076161733,0.009534756129632865,0.000803655725639932,0,392,0.05538587823352667,179
180,5.862228784157196,0.009421053578069036,0.0007766767465171269,0,395,0.099694580820348,180
181,5.890514909144258,0.009309796970221135,0.0008524209418657228,0,397,0.0897251227383132,181
182,5.931913993146736,0.009201657538683213,0.0007365534806200004,0,400,0.16150522092896377,182
183,5.959420910134213,0.009097666305761032,0.0007080571631639248,0,402,0.1453546988360674,183
184,5.987387452129042,0.008996992549830168,0.0007033681296896506,0,404,0.13081922895246065,184
185,6.014558577153366,0.008899031124668751,0.000698890151193357,0,406,0.11773730605721458,185
186,6.042122911167098,0.00880326842002138,0.0006946302527067735,0,408,0.10596357545149312,186
187,6.068979536154075,0.008709167335780648,0.0006904300713079347,0,410,0.09536721790634381,187
188,6.097517786169192,0.008616167684607011,0.0006861876971082232,0,412,0.08583049611570943,188
189,6.125893744174391,0.008523686648113465,0.0006818750403152836,0,414,0.07724744650413849,189
190,6.154376286169281,0.008431122806958263,0.000678075634056286,0,416,0.06952270185372464,190
191,6.181505869171815,0.008337884120562068,0.0006815665042228403,0,418,0.06257043166835217,191
192,6.209264953184174,0.008243709544362633,0.0007701149976194711,0,420,0.05631338850151696,192
193,6.250242744194111,0.008150787854727922,0.0007287329615216025,0,423,0.10136409930273053,193
194,6.292849286197452,0.008061476817235914,0.0007003515741001298,0,426,0.18245537874491496,194
195,6.321394328202587,0.007975272175063029,0.0006507582203863929,0,428,0.16420984087042348,195
196,6.349771745182807,0.00789209966338249,0.0006458274027911063,0,430,0.14778885678338113,196
197,6.377636828168761,0.0078113873649397324,0.0006417123653560967,0,432,0.13300997110504303,197
198,6.405886162188835,0.007732739496629779,0.0006379853980008407,0,434,0.11970897399453874,198
199,6.432741912169149,0.007655741765414667,0.00063440807431486,0,436,0.10773807659508487,199
200,6.460730037186295,0.007579959927125118,0.0006308841921261746,0,438,0.09696426893557639,200
201,6.489297871186864,0.007504938510187143,0.0006273033948435109,0,440,0.08726784204201875,201
202,6.518579371186206,0.007430201090933602,0.0006235671021155677,0,442,0.07854105783781687,202
203,6.546912412188249,0.0073552518710522236,0.0006196991400348062,0,444,0.07068695205403519,203
204,6.574240620189812,0.007279581871983753,0.0006168221168499097,0,446,0.06361825684863168,204
205,6.602037120173918,0.007202723585845557,0.0006296672385995543,0,448,0.05725643116376851,205
206,6.630023370176787,0.007125080230672516,0.0008477961723050475,0,450,0.05153078804739166,206
207,6.685233912197873,0.0070484855323613834,0.0006922997551391853,0,454,0.18551083697061,207
208,6.713410328200553,0.006974882052748536,0.0005946724845954754,0,456,0.166959753273549,208
209,6.741059995198157,0.006904008963905772,0.0005906391227057443,0,458,0.1502637779461941,209
210,6.769136204209644,0.006835171481377331,0.0005860486301130425,0,460,0.1352374001515747,210
211,6.796536496200133,0.006768063564467116,0.0005823065605828667,0,462,0.12171366013641724,211
212,6.824976705189329,0.006702354857165352,0.0005787279447615725,0,464,0.10954229412277552,212
213,6.855260414187796,0.006637699968617234,0.0005752589076921935,0,466,0.09858806471049797,213
214,6.882470997195924,0.006573735027342165,0.0005717985300159864,0,468,0.08872925823944817,214
215,6.909622872190084,0.006510077750267643,0.0005682830217193097,0,470,0.07985633241550336,215
216,6.936971830204129,0.006446328354207793,0.0005647947576621566,0,472,0.07187069917395303,216
217,6.965337621193612,0.006382076259109339,0.0005629935201215782,0,474,0.06468362925655773,217
218,6.993516330199782,0.006316963808103279,0.0005824093598889155,0,476,0.05821526633090195,218
219,7.020916663197568,0.006251661594612453,0.0008519688831267119,0,478,0.05239373969781176,219
220,7.076434413174866,0.006186647557388203,0.0006739096364659379,0,482,0.18861746291212234,220
221,7.105047913180897,0.006124219011801544,0.0005427972701963667,0,484,0.1697557166209101,221
222,7.1329743711976334,0.006064287006469628,0.0005393897144847916,0,486,0.1527801449588191,222
223,7.161080121208215,0.006006095725817013,0.0005349495089872953,0,488,0.1375021304629372,223
224,7.188614871207392,0.0059493968911513645,0.0005317920625177098,0,490,0.12375191741664347,224
225,7.216395163210109,0.005893915559964063,0.0005287999368497215,0,492,0.11137672567497912,225
226,7.244372455199482,0.005839364843819764,0.0005259303690006166,0,494,0.10023905310748121,226
227,7.27218508021906,0.005785441150599233,0.000523085983959234,0,496,0.09021514779673309,227
228,7.300733455223963,0.005731824144964826,0.0005201971796426273,0,498,0.08119363301705979,228
229,7.3295500382373575,0.00567817731371778,0.0005173081720594521,0,500,0.07307426971535382,229
230,7.356571121228626,0.005624152066806412,0.0005154994553193434,0,502,0.06576684274381843,230
231,7.384387579222675,0.005569426598687065,0.0005277539216871845,0,504,0.059190158469436586,231
232,7.412541162222624,0.005514268213348112,0.0007096154612517874,0,506,0.053271142622492926,232
233,7.46774612122681,0.0054599139900545,0.0005923698664133991,0,510,0.19177611344097453,233
234,7.495757287222659,0.005407577718457567,0.0004992900094444008,0,512,0.17259850209687708,234
235,7.523553746228572,0.005357221519944333,0.0004963393318339283,0,514,0.15533865188718937,235
236,7.551082288235193,0.005308318375151679,0.0004927524742043891,0,516,0.13980478669847043,236
237,7.579136871238006,0.005260658368964542,0.0004902160396499372,0,518,0.1258243080286234,237
238,7.606829329248285,0.0052140102456462315,0.00048782992440881995,0,520,0.11324187722576107,238
239,7.635389579256298,0.005168131478798439,0.0004855414222522169,0,522,0.10191768950318496,239
240,7.663695704250131,0.005122764682028723,0.0004832628201013547,0,524,0.09172592055286646,240
241,7.691454954241635,0.005077637398903738,0.00048091777283892635,0,526,0.08255332849757982,241
242,7.71864012023434,0.005032462277579809,0.000478449528689844,0,528,0.07429799564782184,242
243,7.746270661242306,0.004986938664822916,0.0004760833116322708,0,530,0.06686819608303966,243
244,7.774512869247701,0.004940762523946491,0.00047704177243453765,0,532,0.0601813764747357,244
245,7.802649077260867,0.0048937541851961815,0.0005254660786542276,0,534,0.05416323882726213,245
246,7.844577286246931,0.004847240120654843,0.0005170730329603039,0,537,0.09749382988907183,246
247,7.88634799423744,0.004802202546030194,0.0004841175252680412,0,540,0.1754888938003293,247
248,7.914248702232726,0.004758592513227477,0.0004593792629174577,0,542,0.15794000442029638,248
249,7.941690827225102,0.004716278347955201,0.0004567029485353161,0,544,0.14214600397826674,249
250,7.9696894522348884,0.004675014710683388,0.00045427681213483604,0,546,0.12793140358044006,250
251,7.996979411225766,0.004634611998680564,0.0004520093782338669,0,548,0.11513826322239605,251
252,8.024368203245103,0.004594868697754879,0.0004498283480452394,0,550,0.10362443690015645,252
253,8.051729619241087,0.0045555706532493054,0.0004476664363188511,0,552,0.09326199321014081,253
254,8.079119869245915,0.004516490649800323,0.00044545094931221284,0,554,0.08393579388912673,254
255,8.106759535236051,0.004477388486908964,0.0004431261550726742,0,556,0.07554221450021406,255
256,8.135724535241025,0.004438011860566254,0.0004407814710086656,0,558,0.06798799305019265,256
257,8.163612743257545,0.004398101806091771,0.0004401697932667593,0,560,0.06118919374517339,257
258,8.191274618264288,0.004357454774526989,0.0004650984590080652,0,562,0.05507027437065605,258
259,8.232842618250288,0.004317304782752565,0.00045681874395640896,0,565,0.09912649386718089,259
260,8.26063320125104,0.004277722245662571,0.000499792910803805,0,567,0.08921384448046281,260
261,8.302394451253349,0.00423903436054327,0.0004345089216046055,0,570,0.16058492006483305,261
262,8.329829868278466,0.0042015978677696275,0.0004224870049709458,0,572,0.14452642805834975,262
263,8.357406493276358,0.0041651280151931555,0.00042010678332611486,0,574,0.13007378525251478,263
264,8.385233535285806,0.004129441460077166,0.0004178126924554687,0,576,0.1170664067272633,264
265,8.413424535276135,0.00409437140048646,0.0004156732362863678,0,578,0.10535976605453698,265
266,8.441284160275245,0.004059739624570547,0.00041358699433184556,0,580,0.09482378944908329,266
267,8.469712118268944,0.004025356720399332,0.00041153047751943595,0,582,0.08534141050417496,267
268,8.497207410284318,0.003991022089356945,0.0004096236925601591,0,584,0.07680726945375746,268
269,8.525033535261173,0.003956527169502209,0.000409259307568394,0,586,0.06912654250838171,269
270,8.55375982625992,0.003921687691016541,0.0004247048365063506,0,588,0.062213888257543544,270
271,8.581933451234363,0.003886776310862355,0.0006019892088636907,0,590,0.05599249943178919,271
272,8.637696492252871,0.0038522110157558262,0.0005092915298432235,0,594,0.20157299795444109,272
273,8.66580107525806,0.0038188151478591383,0.0003988609094442993,0,596,0.18141569815899697,273
274,8.693699075258337,0.0037867820691096015,0.00039590183825236784,0,598,0.16327412834309726,274
275,8.72084070026176,0.0037556724141446364,0.0003927433596900057,0,600,0.14694671550878755,275
276,8.74807095027063,0.003725360378496181,0.0003911147874135831,0,602,0.1322520439579088,276
277,8.77562024226063,0.003695703297968914,0.00038966461361948873,0,604,0.11902683956211792,277
278,8.802998158236733,0.003666551967158779,0.0003882961013982274,0,606,0.10712415560590613,278
279,8.831005742249545,0.0036377469267802323,0.000386946540750083,0,608,0.09641174004531552,279
280,8.85840607524733,0.003609117988703228,0.0003855477751079,0,610,0.08677056604078398,280
281,8.886107075260952,0.003580484152756944,0.0003840298738388837,0,612,0.07809350943670558,281
282,8.91382690827595,0.0035516538710176635,0.0003823226622783104,0,614,0.07028415849303503,282
283,8.941163075272925,0.003522425799430949,0.00038038127594684556,0,616,0.06325574264373153,283
284,8.968896242295159,0.0034925906813705154,0.00037846414974590227,0,618,0.05693016837935838,284
285,8.997024908283493,0.0034619451724756793,0.00038203089930636473,0,620,0.05123715154142255,285
286,9.024879325268557,0.0034305594692867173,0.0004929381639105514,0,622,0.04611343638728029,286
287,9.07984040825977,0.0033995052507036754,0.00038650439433054903,0,626,0.16600837099420906,287
288,9.107576074253302,0.003369555742279398,0.00036645031550879773,0,628,0.14940753389478817,288
289,9.134742449241458,0.0033403983882657412,0.00036387394439228585,0,630,0.13446678050530936,289
290,9.162478365236893,0.0033118827027195856,0.0003614519992741514,0,632,0.12102010245477843,290
291,9.190518823248567,0.003283893318711666,0.0003591709330917837,0,634,0.10891809220930058,291
292,9.218116656236816,0.0032563070608440403,0.0003569700076407294,0,636,0.09802628298837053,292
293,9.246057989221299,0.003228992634713899,0.0003548182418771503,0,638,0.08822365468953348,293
294,9.27433261423721,0.003201810338521562,0.0003527321030618722,0,640,0.07940128922058014,294
295,9.30089915523422,0.0031746127864629306,0.0003511333804223991,0,642,0.07146116029852212,295
296,9.32828261423856,0.003147253231178787,0.0003544077736399979,0,644,0.06431504426866991,296
297,9.3560760722321,0.0031196888390154663,0.00041116588504997955,0,646,0.05788353984180292,297
298,9.397610822226852,0.0030924217873078154,0.0003843072354918774,0,649,0.10419037171524526,298
299,9.438928822230082,0.0030661387526036013,0.00037014243526816386,0,652,0.18754266908744147,299
300,9.4667054892343,0.0030406882403642794,0.0003393059115198042,0,654,0.1687884021786973,300
301,9.49464332323987,0.0030160856246720475,0.00033715383870552054,0,656,0.15190956196082758,301
302,9.523374364245683,0.002992173700549758,0.00033560046298324655,0,658,0.13671860576474482,302
303,9.551779531233478,0.0029688521612731473,0.0003343200259466027,0,660,0.12304674518827034,303
304,9.579569281224394,0.002946013564770447,0.0003331569011379456,0,662,0.1107420706694433,304
305,9.606774115236476,0.002923542643463855,0.00033206322840308286,0,664,0.09966786360249898,305
306,9.634509824216366,0.0029013156299905933,0.0003309814951865659,0,666,0.08970107724224909,306
307,9.663275115191936,0.0028792000408040157,0.00032986154932272905,0,668,0.08073096951802418,307
308,9.691177906206576,0.002857054726796191,0.0003287060468145748,0,670,0.07265787256622176,308
309,9.718661156191956,0.002834730989226387,0.000327999488028732,0,672,0.06539208530959958,309
310,9.746637572185136,0.0028120844677909664,0.0003340285515150424,0,674,0.05885287677863963,310
311,9.774994239181979,0.002789156521132493,0.0004290386467708223,0,676,0.05296758910077567,311
312,9.830947364185704,0.0027666219350288256,0.00036372584492652145,0,680,0.1906833207627924,312
313,9.858518281165743,0.0027448807554888563,0.00032060989133152895,0,682,0.17161498868651318,313
314,9.885463240178069,0.002723877339344327,0.0003194370631784645,0,684,0.15445348981786186,314
315,9.912981032190146,0.002703436756038696,0.0003179961359268424,0,686,0.13900814083607568,315
