iter,elapsed_time,obj,gradnorm,eval,grad,L,iter_inner
503,15.669595400424441,0.0007930008157472627,0.0001527085757378292,0,1090,0.09321201321939679,503
504,15.698685150418896,0.0007886814303034098,0.0001523765750857512,0,1092,0.08389081189745712,504
505,15.727780983434059,0.0007843392324599987,0.00015200178878183084,0,1094,0.0755017307077114,505
506,15.756173525442136,0.0007799436543621352,0.00015157358194406418,0,1096,0.06795155763694027,506
507,15.784033650445053,0.000775462155487671,0.0001512228901346171,0,1098,0.061156401873246245,507
508,15.811805441451725,0.0007708622099181464,0.00015315591650681126,0,1100,0.05504076168592162,508
509,15.839678816468222,0.000766148035695297,0.00019375569502573265,0,1102,0.04953668551732946,509
510,15.897547816450242,0.0007614902956971668,0.00015914357885022295,0,1106,0.17833206786238606,510
511,15.92571335847606,0.0007569868633904185,0.00014816052477361865,0,1108,0.16049886107614747,511
512,15.954307691485155,0.0007526049348330453,0.00014757171470436745,0,1110,0.14444897496853273,512
513,15.982397982472321,0.0007483181855850019,0.00014703277269451204,0,1112,0.13000407747167947,513
514,16.011434482468758,0.0007441089619013997,0.0001465391737453011,0,1114,0.11700366972451152,514
515,16.040327065478778,0.0007399580287875988,0.0001460722954928795,0,1116,0.10530330275206037,515
516,16.06898306545918,0.0007358444660721509,0.00014561701000771478,0,1118,0.09477297247685434,516
517,16.097517982445424,0.0007317455577158827,0.00014515609784877906,0,1120,0.08529567522916891,517
518,16.126509607449407,0.000727636713302048,0.00014467367771043516,0,1122,0.07676610770625202,518
519,16.154687023430597,0.000723491438191314,0.00014417498576956432,0,1124,0.06908949693562681,519
520,16.183606440434232,0.0007192815319816886,0.0001439078605524999,0,1126,0.062180547242064135,520
521,16.213196815457195,0.0007149800731751424,0.0001475273611911269,0,1128,0.055962492517857725,521
522,16.241072107455693,0.0007106164981876446,0.00020814349526143442,0,1130,0.050366243266071954,522
523,16.296422940446064,0.0007062642307265162,0.00015960931535279085,0,1134,0.18131847575785903,523
524,16.32527102343738,0.0007020747235620788,0.0001407144558400798,0,1136,0.16318662818207313,524
525,16.354286065441556,0.0006980135158878454,0.00014019050778179613,0,1138,0.14686796536386582,525
526,16.382719940447714,0.0006940485023718155,0.00013968572901015833,0,1140,0.13218116882747924,526
527,16.410600481467554,0.0006901638062101355,0.00013925890048596004,0,1142,0.11896305194473132,527
528,16.439400856470456,0.0006863419855605108,0.0001388708380513205,0,1144,0.1070667467502582,528
529,16.46831048146123,0.0006825640185373319,0.00013850929352779616,0,1146,0.09636007207523238,529
530,16.497340773465112,0.0006788091610330275,0.00013815799910400867,0,1148,0.08672406486770914,530
531,16.52598106546793,0.0006750548659171727,0.00013781258426685055,0,1150,0.07805165838093824,531
532,16.554919356451137,0.0006712767874141981,0.0001375603159293293,0,1152,0.07024649254284442,532
533,16.583459772431524,0.0006674495398595945,0.00013847517394284658,0,1154,0.06322184328855998,533
534,16.613241397426464,0.0006635575878830617,0.00015408503575885048,0,1156,0.05689965895970398,534
535,16.658181313425303,0.0006597008585868333,0.00014976039024279864,0,1159,0.10241938612746716,535
536,16.70391502144048,0.0006559671034303433,0.0001428793303292362,0,1162,0.18435489502944089,536
537,16.732827521453146,0.000652346386097881,0.00013520980360808834,0,1164,0.1659194055264968,537
538,16.76128010544926,0.0006488327100503815,0.00013489400563643846,0,1166,0.14932746497384713,538
539,16.78915014746599,0.0006454055766384056,0.0001346701133799337,0,1168,0.13439471847646242,539
540,16.817227855470264,0.0006420495343147644,0.00013450108034116892,0,1170,0.12095524662881618,540
541,16.845123647450237,0.0006387476799690146,0.00013435926093917846,0,1172,0.10885972196593456,541
542,16.87323431344703,0.0006354815451713595,0.00013422872451163254,0,1174,0.0979737497693411,542
543,16.901460063440027,0.0006322309825493378,0.0001340915940079325,0,1176,0.08817637479240699,543
544,16.929814229457406,0.0006289740909201947,0.0001339348467119733,0,1178,0.0793587373131663,544
545,16.95870539546013,0.0006256871969731121,0.00013378869540661806,0,1180,0.07142286358184967,545
546,16.98768077045679,0.0006223451836451302,0.00013412680015262602,0,1182,0.0642805772236647,546
547,17.015834895457374,0.0006189260849773249,0.0001410402006249139,0,1184,0.05785251950129824,547
548,17.05754268745659,0.0006155387454503203,0.00013824153246232498,0,1187,0.10413453510233683,548
549,17.086110895470483,0.0006121845204195695,0.00014688595926503392,0,1189,0.09372108159210316,549
550,17.12904647848336,0.0006089082967358242,0.00013458321773017248,0,1192,0.16869794686578568,550
551,17.158391978475265,0.0006057255309494498,0.0001317190162347141,0,1194,0.15182815217920712,551
552,17.188151978480164,0.0006026169056626626,0.00013149811651016438,0,1196,0.13664533696128642,552
553,17.21602627050015,0.0005995660205748775,0.00013129851955146954,0,1198,0.12298080326515778,553
554,17.243857811496127,0.0005965573895089331,0.00013111699711009167,0,1200,0.11068272293864201,554
555,17.272416645486373,0.0005935741154190376,0.00013093478615767444,0,1202,0.09961445064477781,555
556,17.30032327049412,0.0005905978203649491,0.00013073788379758846,0,1204,0.08965300558030002,556
557,17.329752436518902,0.0005876085769511793,0.00013051610591343303,0,1206,0.08068770502227002,557
558,17.35848339452059,0.0005845849056379834,0.00013030858976343415,0,1208,0.07261893452004302,558
559,17.386837144527817,0.0005815041230410516,0.00013062981908783393,0,1210,0.06535704106803872,559
560,17.415335352532566,0.0005783469395666103,0.0001377713556244401,0,1212,0.05882133696123485,560
561,17.457331268524285,0.000575213535269091,0.000134151375451928,0,1215,0.10587840653022274,561
562,17.486244851519587,0.0005721069569997699,0.00014148718453107663,0,1217,0.09529056587720046,562
563,17.514863934542518,0.0005690155029414718,0.0001634317218744482,0,1219,0.08576150928948041,563
564,17.558328601531684,0.0005659480800809165,0.00012931025825540718,0,1222,0.15437071672106475,564
565,17.587188393517863,0.0005629761175750123,0.0001272190857477003,0,1224,0.13893364504895828,565
566,17.615821518498706,0.0005600586608003259,0.0001268814924067417,0,1226,0.12504028054406247,566
567,17.64555664351792,0.0005571807179167262,0.00012652399754185326,0,1228,0.11253625248965622,567
568,17.67477264351328,0.0005543275724352184,0.0001262013833334678,0,1230,0.1012826272406906,568
569,17.701676393509842,0.0005514831401201061,0.00012587427202821494,0,1232,0.09115436451662155,569
570,17.730389685515547,0.0005486300422313281,0.00012558254684505015,0,1234,0.0820389280649594,570
571,17.759456351515837,0.000545749679021949,0.00012559502467565106,0,1236,0.07383503525846345,571
572,17.789121976529714,0.0005428238829065683,0.00012847381131541935,0,1238,0.06645153173261711,572
573,17.81835335152573,0.0005398552590816637,0.00016004747309071758,0,1240,0.0598063785593554,573
574,17.875006392539944,0.0005369440683925097,0.0001468144740710637,0,1244,0.21530296281367944,574
575,17.90324185154168,0.00053411724841433,0.0001241855197130704,0,1246,0.1937726665323115,575
576,17.9316932685324,0.0005313910697647143,0.00012322699706359446,0,1248,0.17439539987908037,576
577,17.95953843553434,0.000528737366207498,0.00012265955472395254,0,1250,0.15695585989117233,577
578,17.98829556052806,0.000526145336413213,0.00012237887939407888,0,1252,0.14126027390205512,578
579,18.017022894549882,0.0005236030853473285,0.00012217080538402044,0,1254,0.1271342465118496,579
580,18.045843519532355,0.00052109773975371,0.00012198154715464896,0,1256,0.11442082186066464,580
581,18.074612936528865,0.0005186152670309705,0.00012179919610853885,0,1258,0.10297873967459818,581
582,18.103901728551136,0.0005161403606376045,0.00012160852710586714,0,1260,0.09268086570713836,582
583,18.133314395527123,0.0005136563771888119,0.00012139481630664935,0,1262,0.08341277913642453,583
584,18.162051937542856,0.0005111452924906433,0.00012114720090038701,0,1264,0.07507150122278208,584
585,18.190827520535095,0.0005085877118370397,0.00012089899118661154,0,1266,0.06756435110050388,585
586,18.219301978533622,0.0005059632453722221,0.00012120004484776098,0,1268,0.060807915990453494,586
587,18.247591312538134,0.0005032561342125302,0.00013004266369512807,0,1270,0.054727124391408144,587
588,18.29036585454014,0.0005005592066411747,0.00012963791826004062,0,1273,0.09850882390453466,588
589,18.31872510453104,0.0004978838969104575,0.0001495841317799098,0,1275,0.0886579415140812,589
590,18.36146018753061,0.0004952344196731658,0.00012119055850467802,0,1278,0.15958429472534616,590
591,18.39039910453721,0.000492665426554964,0.00011811178556366836,0,1280,0.14362586525281154,591
592,18.418890979519347,0.0004901467816018116,0.00011776160756388997,0,1282,0.12926327872753038,592
593,18.44709564652294,0.00048766527410087397,0.00011738325098733648,0,1284,0.11633695085477734,593
594,18.475882563507184,0.00048520883199134067,0.00011704504279788667,0,1286,0.1047032557692996,594
595,18.5039557715063,0.0004827642277715945,0.00011671065997194016,0,1288,0.09423293019236964,595
596,18.53183277149219,0.0004803171432246197,0.00011641238864530932,0,1290,0.08480963717313268,596
597,18.559344729495933,0.0004778521973317477,0.00011635586261269351,0,1292,0.07632867345581941,597
598,18.586812854511663,0.00047535399510982514,0.00011836185866894336,0,1294,0.06869580611023747,598
599,18.615983229508856,0.0004728192142252905,0.00013996019511045986,0,1296,0.061826225499213724,599
600,18.659873354510637,0.0004702887917780998,0.0001254850845036055,0,1299,0.1112872058985847,600
601,18.70374810451176,0.00046785186896330575,0.00012572994550808796,0,1302,0.2003169706174525,601
602,18.73259485451854,0.00046547989169477204,0.0001143623008067531,0,1304,0.18028527355570725,602
603,18.76184464650578,0.0004631817022320296,0.00011354829521227122,0,1306,0.16225674620013653,603
604,18.790617729508085,0.00046094080463738847,0.00011323714412371057,0,1308,0.14603107158012288,604
605,18.820273229503073,0.00045874725236276634,0.00011301780614029465,0,1310,0.1314279644221106,605
606,18.849171812500572,0.00045659042587343416,0.00011282323649511983,0,1312,0.11828516797989955,606
607,18.878671437501907,0.000454458744465906,0.00011264128067104707,0,1314,0.1064566511819096,607
608,18.908051812497433,0.0004523395529296449,0.00011245891412081013,0,1316,0.09581098606371864,608
609,18.936247645498952,0.00045021905706231404,0.0001122625989740824,0,1318,0.08622988745734678,609
610,18.96427856149967,0.0004480822713182062,0.00011203816606832688,0,1320,0.0776068987116121,610
611,18.994748436496593,0.0004459129846955168,0.00011177183292257763,0,1322,0.06984620884045088,611
612,19.026034686510684,0.00044369375601231823,0.00011145865865793236,0,1324,0.0628615879564058,612
613,19.05600064448663,0.00044140602457040624,0.0001112277021656655,0,1326,0.05657542916076522,613
614,19.085650269465987,0.0004390317957536929,0.00011361510011565313,0,1328,0.050917886244688695,614
615,19.114360019477317,0.00043659234964892334,0.00016533684473847535,0,1330,0.04582609762021983,615
616,19.171699186466867,0.00043412791118571545,0.00011566619196988905,0,1334,0.1649739514327914,616
617,19.200207477464573,0.0004317602382324181,0.00010889047155528727,0,1336,0.14847655628951226,617
618,19.228375144477468,0.0004294463876273879,0.0001084289625195458,0,1338,0.13362890066056105,618
619,19.256883435475174,0.00042717303674049106,0.00010795884748511638,0,1340,0.12026601059450494,619
620,19.285357268498046,0.0004249306029902851,0.00010753976640879656,0,1342,0.10823940953505444,620
621,19.313781727512833,0.00042270856872267436,0.00010713738531731016,0,1344,0.097415468581549,621
622,19.342449852498248,0.00042049551828585104,0.00010677188942094945,0,1346,0.0876739217233941,622
623,19.37094139351393,0.00041827911285296886,0.00010656465602843868,0,1348,0.07890652955105469,623
624,19.399168143514544,0.000416046591315127,0.0001075389390066842,0,1350,0.07101587659594923,624
625,19.427993726509158,0.00041379034600964464,0.00011919404997188282,0,1352,0.0639142889363543,625
626,19.471156017505564,0.0004115577591288947,0.00010934602153305017,0,1355,0.11504572008543774,626
627,19.49954630949651,0.00040936473183395255,0.00011326870823193263,0,1357,0.10354114807689398,627
628,19.52870805951534,0.0004071941455000661,0.00012116607782948041,0,1359,0.09318703326920458,628
629,19.571352268510964,0.0004050731957325627,0.00010682329516474775,0,1362,0.16773665988456823,629
630,19.600519643514417,0.00040301911605401537,0.00010347051956961305,0,1364,0.15096299389611142,630
631,19.62929997651372,0.000401018092848683,0.00010322649854529733,0,1366,0.1358666945065003,631
632,19.65877972653834,0.0003990595390707583,0.00010300638255696283,0,1368,0.12228002505585027,632
633,19.686319185537286,0.00039713409410166596,0.00010281919801709226,0,1370,0.11005202255026525,633
634,19.714308560534846,0.00039523147490458014,0.0001026467163231996,0,1372,0.09904682029523873,634
635,19.743965476518497,0.0003933404348133335,0.00010248155575084215,0,1374,0.08914213826571486,635
636,19.7730403925234,0.0003914487047871883,0.00010232694353695612,0,1376,0.08022792443914338,636
637,19.802109684504103,0.0003895430092701378,0.00010229415430642871,0,1378,0.07220513199522904,637
638,19.831540934479563,0.0003876096440440805,0.00010353506416932089,0,1380,0.06498461879570615,638
639,19.860447934479453,0.0003856425017156547,0.00011928300919797669,0,1382,0.05848615691613553,639
640,19.90366351848934,0.0003836866804115227,0.00011313567673213494,0,1385,0.10527508244904396,640
641,19.946882435498992,0.0003817978246907234,0.0001088904205292725,0,1388,0.18949514840827913,641
642,19.975116101501044,0.0003799658488339138,0.00010100103457101514,0,1390,0.17054563356745123,642
643,20.003448268515058,0.0003781911974955538,0.00010076448869305591,0,1392,0.1534910702107061,643
644,20.03226726851426,0.00037646129237583494,0.00010064240743193074,0,1394,0.13814196318963548,644
645,20.06073810250382,0.0003747677883188482,0.00010056904823843817,0,1396,0.12432776687067193,645
646,20.089646811480634,0.0003731015546754982,0.00010050969847553821,0,1398,0.11189499018360474,646
647,20.118212269473588,0.00037145260497176955,0.00010045486460360914,0,1400,0.10070549116524427,647
648,20.14673643547576,0.0003698100178438597,0.00010039234914887397,0,1402,0.09063494204871984,648
649,20.175464435480535,0.00036816188855944243,0.00010031263364595287,0,1404,0.08157144784384786,649
650,20.204383185482584,0.00036649530209077643,0.00010022565885174662,0,1406,0.07341430305946307,650
651,20.233353935473133,0.0003647964291702915,0.00010034019128239504,0,1408,0.06607287275351677,651
652,20.261605977488216,0.00036305195724776985,0.0001032626349665497,0,1410,0.05946558547816509,652
653,20.289720769505948,0.0003612724094736474,0.00014217874727003648,0,1412,0.05351902693034859,653
654,20.346239727485226,0.0003594985976679987,0.00011584574363588978,0,1416,0.19266849694925492,654
655,20.374752018484287,0.0003577864793605289,9.898464313318981e-05,0,1418,0.17340164725432944,655
656,20.40301835149876,0.0003561310971851166,9.883404527506333e-05,0,1420,0.1560614825288965,656
657,20.431301392498426,0.00035451412931938647,9.854433773822179e-05,0,1422,0.14045533427600687,657
658,20.460082225501537,0.000352928213715625,9.838487454409323e-05,0,1424,0.1264098008484062,658
659,20.487976808508392,0.00035136503258942277,9.82322718768088e-05,0,1426,0.11376882076356558,659
660,20.517101891513448,0.0003498155748843475,9.808236681475216e-05,0,1428,0.10239193868720903,660
661,20.54523855750449,0.00034827000432696123,9.792353456019555e-05,0,1430,0.09215274481848813,661
662,20.573967891483335,0.0003467176222309514,9.7750049641192e-05,0,1432,0.08293747033663933,662
663,20.601912141486537,0.00034514684517420304,9.75818706128054e-05,0,1434,0.07464372330297539,663
664,20.63106464149314,0.0003435453234716938,9.768840312832214e-05,0,1436,0.06717935097267785,664
665,20.659384557482554,0.0003419016032552747,0.0001012148561350385,0,1438,0.06046141587541007,665
666,20.68836293250206,0.0003402312470664273,0.00014520532676705683,0,1440,0.05441527428786906,666
667,20.74421655747574,0.0003385570795447099,0.00011725507325186218,0,1444,0.19589498743632863,667
668,20.773423391452525,0.00033694024766733866,9.603813893665778e-05,0,1446,0.17630548869269577,668
669,20.80205772543559,0.00033538037515297474,9.582184808437428e-05,0,1448,0.1586749398234262,669
670,20.83090143444133,0.000333856971177496,9.540898416863005e-05,0,1450,0.1428074458410836,670
671,20.859687476448016,0.00033236348334056675,9.519936668584275e-05,0,1452,0.12852670125697524,671
672,20.887960560445208,0.0003308923534001173,9.500238904977105e-05,0,1454,0.11567403113127772,672
673,20.91660426845192,0.00032943543189747345,9.481539816443153e-05,0,1456,0.10410662801814995,673
674,20.944681393477367,0.00032798380579768987,9.462708743430703e-05,0,1458,0.09369596521633496,674
675,20.97393426846247,0.00032652775834254275,9.443058859200482e-05,0,1460,0.08432636869470146,675
676,21.00292235147208,0.0003250567344531958,9.423118244200421e-05,0,1462,0.07589373182523132,676
677,21.0310478094907,0.0003235593824562736,9.416088677917729e-05,0,1464,0.06830435864270819,677
678,21.0603744344844,0.0003220243182555474,9.576418439386026e-05,0,1466,0.06147392277843737,678
679,21.089835601480445,0.00032045183776026077,0.00011856452727890637,0,1468,0.055326530500593635,679
680,21.147383310482837,0.00031890498339936303,0.00010429793225978685,0,1472,0.19917550980213708,680
681,21.17636260247673,0.00031740732925780897,9.277301046207191e-05,0,1474,0.17925795882192339,681
682,21.205016727471957,0.00031595780639849904,9.253662204087112e-05,0,1476,0.16133216293973104,682
683,21.234080727474065,0.0003145435898076166,9.222088714743765e-05,0,1478,0.14519894664575794,683
684,21.2633820604824,0.00031315850440966433,9.203940553552773e-05,0,1480,0.13067905198118215,684
685,21.291819518461125,0.00031179556986696234,9.187499901704072e-05,0,1482,0.11761114678306395,685
686,21.32220785145182,0.00031044720446698473,9.172097543153685e-05,0,1484,0.10585003210475756,686
687,21.350973434455227,0.00030910510716975837,9.156710342146323e-05,0,1486,0.0952650288942818,687
688,21.38075968445628,0.0003077602136623972,9.140370431705202e-05,0,1488,0.08573852600485363,688
689,21.40947743447032,0.0003064026582779897,9.122206667878728e-05,0,1490,0.07716467340436826,689
690,21.4377614754776,0.00030502175650648456,9.103076443444332e-05,0,1492,0.06944820606393144,690
691,21.46705805847887,0.00030360609460051334,9.10316630652985e-05,0,1494,0.0625033854575383,691
692,21.495675391488476,0.00030214500169125556,9.411182653108356e-05,0,1496,0.05625304691178447,692
693,21.52438864146825,0.0003006560717972566,0.0001404736503974386,0,1498,0.05062774222060602,693
694,21.58181697546388,0.00029914935791867773,0.00010399103442936347,0,1502,0.1822598719941817,694
695,21.612006350478623,0.0002977019330944955,8.935492575093523e-05,0,1504,0.16403388479476352,695
696,21.641483767481986,0.0002962982280756844,8.909138052567235e-05,0,1506,0.14763049631528719,696
697,21.670774976490065,0.0002949238329869579,8.881635995562799e-05,0,1508,0.13286744668375847,697
698,21.699429767468246,0.00029357262597021514,8.858090146006238e-05,0,1510,0.11958070201538262,698
699,21.728480101475725,0.00029223785553577643,8.835704459867764e-05,0,1512,0.10762263181384436,699
700,21.75753839247045,0.0002909121496875798,8.813931054448255e-05,0,1514,0.09686036863245993,700
701,21.787817392498255,0.0002895874571163984,8.79197666190309e-05,0,1516,0.08717433176921394,701
702,21.817924975504866,0.0002882550152569648,8.770037632378175e-05,0,1518,0.07845689859229255,702
703,21.84716555851628,0.00028690535674112227,8.75580448272294e-05,0,1520,0.0706112087330633,703
704,21.87596897452022,0.0002855286917920962,8.836212054620678e-05,0,1522,0.06355008785975697,704
705,21.90406539151445,0.00028412045869989123,0.00010082252200841366,0,1524,0.05719507907378127,705
706,21.945991641521687,0.00028271764524110136,9.745643831032386e-05,0,1527,0.10295114233280629,706
707,21.9890578915074,0.00028135774454512877,9.209966191841381e-05,0,1530,0.18531205619905133,707
708,22.017639308498474,0.00028003724199443487,8.595242208534207e-05,0,1532,0.1667808505791462,708
709,22.046682100510225,0.00027875491803511915,8.569760938830325e-05,0,1534,0.15010276552123158,709
710,22.074160392512567,0.00027750222885909384,8.550130551587293e-05,0,1536,0.13509248896910844,710
711,22.103038850502344,0.00027627338448927446,8.533745419177142e-05,0,1538,0.1215832400721976,711
712,22.132018767500995,0.00027506203291772916,8.518826830573466e-05,0,1540,0.10942491606497784,712
713,22.160962392488727,0.0002738612137137521,8.504634245538261e-05,0,1542,0.09848242445848006,713
714,22.188832601474132,0.0002726633072588894,8.490311842825014e-05,0,1544,0.08863418201263205,714
715,22.21745035148342,0.00027145999840117395,8.475456075529496e-05,0,1546,0.07977076381136886,715
716,22.245079142478062,0.0002702422610623765,8.46315785567882e-05,0,1548,0.07179368743023197,716
717,22.273755850474117,0.000269000511350731,8.492491535779878e-05,0,1550,0.06461431868720878,717
718,22.30216647547786,0.0002677269200541805,9.052034284384857e-05,0,1552,0.0581528868184879,718
719,22.345728225482162,0.0002664633365763707,8.83129203862095e-05,0,1555,0.10467519627327823,719
720,22.374532850459218,0.00026521264128953555,9.51889223404015e-05,0,1557,0.09420767664595041,720
721,22.417198392446153,0.0002639896855051797,8.550053730242616e-05,0,1560,0.16957381796271073,721
722,22.444669433432864,0.0002628037917773861,8.32113255818086e-05,0,1562,0.15261643616643966,722
723,22.472136517433682,0.00026164685838729374,8.30615852451406e-05,0,1564,0.1373547925497957,723
724,22.500703600409906,0.0002605123333097783,8.292678815584602e-05,0,1566,0.12361931329481614,724
725,22.53028085042024,0.00025939426781983757,8.280772754583645e-05,0,1568,0.11125738196533452,725
726,22.559807392419316,0.0002582861323906306,8.269351433306197e-05,0,1570,0.10013164376880107,726
727,22.588554767397,0.0002571807824449869,8.257720052549002e-05,0,1572,0.09011847939192097,727
728,22.617713725398062,0.0002560704203760809,8.245509039779883e-05,0,1574,0.08110663145272888,728
729,22.647642225405434,0.0002549465833401256,8.2360824307955e-05,0,1576,0.072995968307456,729
730,22.67658972539357,0.0002538002926666206,8.26886247513213e-05,0,1578,0.0656963714767104,730
731,22.70486476738006,0.00025262421867106646,8.816346263257891e-05,0,1580,0.05912673432903936,731
732,22.7489702263847,0.00025145693883336934,8.552987686219738e-05,0,1583,0.10642812179227085,732
733,22.77899156039348,0.00025030111536987124,9.105974561912705e-05,0,1585,0.09578530961304377,733
734,22.822368977416772,0.00024917245318256003,8.32900588577683e-05,0,1588,0.1724135573034788,734
735,22.8510378524079,0.0002480772310353675,8.1044030217123e-05,0,1590,0.1551722015731309,735
736,22.879682518396294,0.0002470088307578506,8.090168739483869e-05,0,1592,0.13965498141581784,736
737,22.908828727406217,0.0002459611180316386,8.077545604321945e-05,0,1594,0.12568948327423607,737
738,22.937352227425436,0.00024492854728445685,8.06608447204689e-05,0,1596,0.11312053494681247,738
739,22.96638651943067,0.0002439050367466422,8.054949844909712e-05,0,1598,0.10180848145213123,739
740,22.994738519424573,0.00024288393151453592,8.043358229535796e-05,0,1600,0.0916276333069181,740
741,23.023222810443258,0.00024185796825591373,8.03052213707289e-05,0,1602,0.08246486997622629,741
742,23.05239468542277,0.00024081924959582532,8.016233062515083e-05,0,1604,0.07421838297860367,742
743,23.082164810446557,0.00023975925076271328,8.006028762969453e-05,0,1606,0.06679654468074331,743
744,23.10981614445336,0.0002386691351709967,8.074764108002211e-05,0,1608,0.06011689021266898,744
745,23.138247936440166,0.00023754492352015438,9.286693897828114e-05,0,1610,0.05410520119140208,745
746,23.180662311438937,0.00023642169343276334,9.387512643034658e-05,0,1613,0.09738936214452375,746
747,23.22286239542882,0.00023532496465569836,8.364395560426042e-05,0,1616,0.17530085186014274,747
748,23.251720353437122,0.00023426046967262997,7.869700622386979e-05,0,1618,0.15777076667412848,748
749,23.280470436438918,0.0002332232906992749,7.849879416141548e-05,0,1620,0.14199369000671563,749
750,23.309443520440254,0.00023220644191851696,7.832092428446865e-05,0,1622,0.12779432100604407,750
751,23.337568686460145,0.00023120491726669607,7.815639609469241e-05,0,1624,0.11501488890543966,751
752,23.365902811463457,0.00023021322944980724,7.799872928567754e-05,0,1626,0.1035134000148957,752
753,23.39438497845549,0.00022922537148541158,7.784075188542525e-05,0,1628,0.09316206001340613,753
754,23.423522228433285,0.0002282347818389273,7.767451728360929e-05,0,1630,0.08384585401206551,754
755,23.452285770443268,0.00022723431488677053,7.74913383955326e-05,0,1632,0.07546126861085896,755
756,23.480835103458958,0.00022621621928899948,7.728187703028197e-05,0,1634,0.06791514174977306,756
757,23.509995644475566,0.0002251721272543244,7.703632243593526e-05,0,1636,0.06112362757479576,757
758,23.538824477465823,0.00022409305846692124,7.674544700643376e-05,0,1638,0.055011264817316184,758
759,23.567410310468404,0.00022296945088423034,7.641955936933937e-05,0,1640,0.04951013833558457,759
760,23.5951721444726,0.00022179143998019303,7.657573147746056e-05,0,1642,0.044559124502026114,760
761,23.623589477472706,0.000220556709838944,9.264408257762103e-05,0,1644,0.0401032120518235,761
762,23.680477227491792,0.0002193330579730533,7.502790867907784e-05,0,1648,0.14437156338656462,762
763,23.708879435493145,0.00021814393792300032,7.474223241354027e-05,0,1650,0.12993440704790815,763
764,23.737663852487458,0.00021697607181208467,7.418964892070023e-05,0,1652,0.11694096634311733,764
765,23.766339186491678,0.00021582533832145486,7.383931318242117e-05,0,1654,0.1052468697088056,765
766,23.793999769492075,0.00021468690266425943,7.351172120780418e-05,0,1656,0.09472218273792504,766
767,23.822603185486514,0.00021355567029658046,7.341958621207168e-05,0,1658,0.08524996446413254,767
768,23.85137551947264,0.00021242640238845534,7.448349810356329e-05,0,1660,0.07672496801771929,768
769,23.88025035249302,0.00021129662123355562,8.394859362489629e-05,0,1662,0.06905247121594736,769
770,23.92301451950334,0.00021018299691109084,7.352486740271345e-05,0,1665,0.12429444818870525,770
771,23.951723728503566,0.00020909693708665359,7.439993621680082e-05,0,1667,0.11186500336983472,771
772,23.97960414548288,0.00020802821034787545,7.495773779590194e-05,0,1669,0.10067850303285125,772
773,24.008201395481592,0.00020697443520243433,8.043149158561227e-05,0,1671,0.09061065272956613,773
774,24.051329478475964,0.00020594878671512378,7.199461700591323e-05,0,1674,0.16309917491321904,774
775,24.08016260349541,0.00020495813164364034,7.078014047898311e-05,0,1676,0.14678925742189713,775
776,24.108511728496524,0.00020399571361946493,7.065350474731667e-05,0,1678,0.13211033167970743,776
777,24.13659272849327,0.00020305692028250863,7.05446902618766e-05,0,1680,0.11889929851173668,777
778,24.165221853501862,0.00020213719447480583,7.046679750917938e-05,0,1682,0.10700936866056301,778
779,24.19479139550822,0.00020123149370680936,7.040592847363654e-05,0,1684,0.09630843179450671,779
780,24.224368604511255,0.00020033426932590244,7.036267348327075e-05,0,1686,0.08667758861505605,780
781,24.25284164553159,0.000199439436109585,7.036673914751797e-05,0,1688,0.07800982975355045,781
782,24.282173728512134,0.0001985404476874653,7.071903789455173e-05,0,1690,0.0702088467781954,782
783,24.311215270514367,0.00019763142743589877,7.44801810686084e-05,0,1692,0.06318796210037586,783
784,24.354125853511505,0.00019673871305188356,7.16283825207334e-05,0,1695,0.11373833178067655,784
785,24.382612978486577,0.0001958626653201241,7.324571480852587e-05,0,1697,0.10236449860260889,785
786,24.411531603487674,0.00019499697221900494,7.679555845085369e-05,0,1699,0.092128048742348,786
787,24.453864978509955,0.00019415714239928665,7.095148448970377e-05,0,1702,0.1658304877362264,787
788,24.482464103522943,0.00019334637628746077,6.997435846473586e-05,0,1704,0.14924743896260378,788
789,24.511278394522378,0.00019255898422976988,7.00101598347487e-05,0,1706,0.13432269506634342,789
790,24.539288435538765,0.00019179027371128788,7.005367873652249e-05,0,1708,0.12089042555970908,790
791,24.56765935153817,0.00019103556862189858,7.010889398420058e-05,0,1710,0.10880138300373818,791
792,24.596089476544876,0.0001902897176439033,7.016421998362774e-05,0,1712,0.09792124470336436,792
793,24.625014518533135,0.00018954707013810646,7.021463620530005e-05,0,1714,0.08812912023302792,793
794,24.653360226540826,0.00018880144806619544,7.026477049267486e-05,0,1716,0.07931620820972513,794
795,24.683502268540906,0.00018804616110975266,7.041378078157636e-05,0,1718,0.07138458738875261,795
796,24.712240143562667,0.00018727437873043576,7.170989950910235e-05,0,1720,0.06424612864987736,796
797,24.74200985155767,0.0001864843793259763,8.624944555492929e-05,0,1722,0.05782151578488962,797
798,24.785678518557688,0.00018569395832354583,8.19719277646773e-05,0,1725,0.10407872841280132,798
799,24.828094310563756,0.0001849309815675945,7.701410919485278e-05,0,1728,0.18734171114304238,799
800,24.855779393576086,0.00018419188266885763,6.999442378296931e-05,0,1730,0.16860754002873815,800
801,24.885193851572694,0.00018347733312393556,6.990307532813216e-05,0,1732,0.15174678602586433,801
802,24.915024601563346,0.000182780506738507,6.987125477653442e-05,0,1734,0.1365721074232779,802
803,24.945045892556664,0.00018209739009070693,6.986136622015404e-05,0,1736,0.12291489668095013,803
