iter,elapsed_time,obj,gradnorm,eval,grad
1,0.17258879201835953,0.34961843666179976,0.023943403674115384,0,6
2,0.2952956249937415,0.2855642604161836,0.042084471567110426,0,11
4,0.5346786669979338,0.22003179198318926,0.03614111928247456,0,19
8,0.9984127080242615,0.09561772871611392,0.02253759791096797,0,36
16,1.835694457986392,0.04496199594807039,0.012951192260565788,0,67
32,3.405337000003783,0.01060659349150577,0.0061040054994900665,0,130
64,6.4606402089993935,0.0013042170422875882,0.002311326172804365,0,251
128,12.651569333014777,2.9207346222160516e-05,0.00016039864451820922,0,495
256,25.659383333986625,3.1606594094093326e-08,5.644899952066744e-06,0,987
512,50.991993625008035,1.8786109344578427e-14,6.310989479648029e-09,0,1989
