iter,elapsed_time,obj,gradnorm,eval,grad,B,B0,iter_inner,K,inv_step,momentum
94,0.11023187400132883,0.2580626415673635,0.7228912941296011,3,94,1e-09,25.0,16,15811,400.0,0.9999367544467966
95,0.11131670798931736,0.21843861183078722,0.6420456858559256,3,95,1e-09,25.0,17,15811,400.0,0.9999367544467966
96,0.11239879198546987,0.18272704698927233,0.5777997156872248,3,96,1e-09,25.0,18,15811,400.0,0.9999367544467966
97,0.11348079198796768,0.1508129105801455,0.5299542176616637,3,97,1e-09,25.0,19,15811,400.0,0.9999367544467966
98,0.1147689579956932,0.12254278408399585,0.4971446074971225,3,98,1e-09,25.0,20,15811,400.0,0.9999367544467966
99,0.116058207990136,0.0977409918434098,0.47709131424046475,3,99,1e-09,25.0,21,15811,400.0,0.9999367544467966
100,0.11720858298940584,0.07622072769245297,0.4669368275674521,3,100,1e-09,25.0,22,15811,400.0,0.9999367544467966
101,0.11838633299339563,0.057791805325627534,0.46389560819257303,3,101,1e-09,25.0,23,15811,400.0,0.9999367544467966
102,0.11947887399583124,0.0422654939007104,0.46534879172734167,3,102,1e-09,25.0,24,15811,400.0,0.9999367544467966
103,0.12056166600086726,0.02945820044238102,0.4696474714753918,3,103,1e-09,25.0,25,15811,400.0,0.9999367544467966
104,0.12172008299967274,0.01919250920158999,0.47464419867521235,3,104,1e-09,25.0,26,15811,400.0,0.9999367544467966
105,0.12301770799967926,0.011300636390047171,0.48139779481622025,3,105,1e-09,25.0,27,15811,400.0,0.9999367544467966
106,0.12413258300512098,0.005618806986364439,0.48344638106334953,3,106,1e-09,25.0,28,15811,400.0,0.9999367544467966
107,0.12527020800916944,0.0020053178073384803,0.4989317407118219,3,107,1e-09,25.0,29,15811,400.0,0.9999367544467966
108,0.12636358301097061,0.0002847905092353802,0.4650148778643932,3,108,1e-09,25.0,30,15811,400.0,0.9999367544467966
109,0.12744583301537205,0.00044025073549425263,0.6087482445679633,3,109,1e-09,25.0,31,15811,400.0,0.9999367544467966
110,0.128526791013428,0.0020029869413565526,0.06309273596426741,3,110,1e-09,25.0,32,15811,400.0,0.9999367544467966
111,0.12963704101275653,0.007865773034921896,2.405938709541811,3,111,1e-09,25.0,33,15811,400.0,0.9999367544467966
112,0.13072287401882932,0.03796650333784847,8.128127561805831,3,112,1e-09,25.0,34,15811,400.0,0.9999367544467966
113,0.13188533201173414,0.7287398195468863,40.66663115840602,3,113,1e-09,25.0,35,15811,400.0,0.9999367544467966
114,0.13309337402461097,14.697209358314336,211.22664314553091,3,114,1e-09,25.0,36,15811,400.0,0.9999367544467966
115,0.13429629102756735,288.5604282057987,348.3721512806588,3,115,1e-09,25.0,37,15811,400.0,0.9999367544467966
116,0.13537895803165156,881.3931105976885,2602.954185335635,3,116,1e-09,25.0,38,15811,400.0,0.9999367544467966
117,0.13666595803806558,1.0,2.0,4,117,1e-09,12.5,0,15811,400.0,0.9999367544467966
118,0.13778016703145113,0.9900250624999999,1.989956281554949,4,118,1e-09,12.5,1,15811,400.0,0.9999367544467966
119,0.1388780830311589,0.9703291013579195,1.969371000870309,4,119,1e-09,12.5,2,15811,400.0,0.9999367544467966
120,0.139957667037379,0.9413946221979128,1.9370790611192858,4,120,1e-09,12.5,3,15811,400.0,0.9999367544467966
121,0.14149354204710107,0.9039755389736651,1.8925731011655096,4,121,1e-09,12.5,4,15811,400.0,0.9999367544467966
122,0.14272933403844945,0.8591132664722821,1.836889398516124,4,122,1e-09,12.5,5,15811,400.0,0.9999367544467966
123,0.1438417920289794,0.8081022787673308,1.7719639745665734,4,123,1e-09,12.5,6,15811,400.0,0.9999367544467966
124,0.14494354202179238,0.7524114449461644,1.699187451268946,4,124,1e-09,12.5,7,15811,400.0,0.9999367544467966
125,0.14604270801646635,0.6935807476735562,1.6181056752575018,4,125,1e-09,12.5,8,15811,400.0,0.9999367544467966
126,0.14714670801186003,0.6331202659401344,1.5262264017426719,4,126,1e-09,12.5,9,15811,400.0,0.9999367544467966
127,0.1482378330110805,0.5724347221803968,1.4208925375726826,4,127,1e-09,12.5,10,15811,400.0,0.9999367544467966
128,0.1494379580108216,0.512772516085325,1.3025479260638806,4,128,1e-09,12.5,11,15811,400.0,0.9999367544467966
129,0.1505902080098167,0.45518007932436644,1.1763074919032963,4,129,1e-09,12.5,12,15811,400.0,0.9999367544467966
130,0.15169883301132359,0.4004623854128548,1.0497417629989676,4,130,1e-09,12.5,13,15811,400.0,0.9999367544467966
131,0.1527906660194276,0.3491747860465982,0.9293318038265839,4,131,1e-09,12.5,14,15811,400.0,0.9999367544467966
132,0.15387891601130832,0.30165347485727195,0.8193668736038927,4,132,1e-09,12.5,15,15811,400.0,0.9999367544467966
133,0.1549594570096815,0.2580626415673635,0.7228912941296011,4,133,1e-09,12.5,16,15811,400.0,0.9999367544467966
134,0.1560624980047578,0.21843861183078722,0.6420456858559256,4,134,1e-09,12.5,17,15811,400.0,0.9999367544467966
135,0.1571526229963638,0.18272704698927233,0.5777997156872248,4,135,1e-09,12.5,18,15811,400.0,0.9999367544467966
136,0.1582580819958821,0.1508129105801455,0.5299542176616637,4,136,1e-09,12.5,19,15811,400.0,0.9999367544467966
137,0.1593465399928391,0.12254278408399585,0.4971446074971225,4,137,1e-09,12.5,20,15811,400.0,0.9999367544467966
138,0.16043991499464028,0.0977409918434098,0.47709131424046475,4,138,1e-09,12.5,21,15811,400.0,0.9999367544467966
139,0.16152995699667372,0.07622072769245297,0.4669368275674521,4,139,1e-09,12.5,22,15811,400.0,0.9999367544467966
140,0.1626258729957044,0.057791805325627534,0.46389560819257303,4,140,1e-09,12.5,23,15811,400.0,0.9999367544467966
141,0.16383328998927027,0.0422654939007104,0.46534879172734167,4,141,1e-09,12.5,24,15811,400.0,0.9999367544467966
142,0.16494849798618816,0.02945820044238102,0.4696474714753918,4,142,1e-09,12.5,25,15811,400.0,0.9999367544467966
143,0.16604662298050243,0.01919250920158999,0.47464419867521235,4,143,1e-09,12.5,26,15811,400.0,0.9999367544467966
144,0.16721795598277822,0.011300636390047171,0.48139779481622025,4,144,1e-09,12.5,27,15811,400.0,0.9999367544467966
145,0.16834087298775557,0.005618806986364439,0.48344638106334953,4,145,1e-09,12.5,28,15811,400.0,0.9999367544467966
146,0.16943074797745794,0.0020053178073384803,0.4989317407118219,4,146,1e-09,12.5,29,15811,400.0,0.9999367544467966
147,0.1705299569730414,0.0002847905092353802,0.4650148778643932,4,147,1e-09,12.5,30,15811,400.0,0.9999367544467966
148,0.17163595696911216,0.00044025073549425263,0.6087482445679633,4,148,1e-09,12.5,31,15811,400.0,0.9999367544467966
149,0.17276091496751178,0.0020029869413565526,0.06309273596426741,4,149,1e-09,12.5,32,15811,400.0,0.9999367544467966
150,0.17387266496371012,0.007865773034921896,2.405938709541811,4,150,1e-09,12.5,33,15811,400.0,0.9999367544467966
151,0.1749807069572853,0.03796650333784847,8.128127561805831,4,151,1e-09,12.5,34,15811,400.0,0.9999367544467966
152,0.17610220695496537,0.7287398195468863,40.66663115840602,4,152,1e-09,12.5,35,15811,400.0,0.9999367544467966
153,0.17721853996044956,14.697209358314336,211.22664314553091,4,153,1e-09,12.5,36,15811,400.0,0.9999367544467966
154,0.178310414950829,288.5604282057987,348.3721512806588,4,154,1e-09,12.5,37,15811,400.0,0.9999367544467966
155,0.17960883193882182,1.0,2.0,5,155,1e-09,6.25,0,15811,400.0,0.9999367544467966
156,0.18070149893173948,0.9900250624999999,1.989956281554949,5,156,1e-09,6.25,1,15811,400.0,0.9999367544467966
157,0.1817947909294162,0.9703291013579195,1.969371000870309,5,157,1e-09,6.25,2,15811,400.0,0.9999367544467966
158,0.18288791592931375,0.9413946221979128,1.9370790611192858,5,158,1e-09,6.25,3,15811,400.0,0.9999367544467966
159,0.1839962499216199,0.9039755389736651,1.8925731011655096,5,159,1e-09,6.25,4,15811,400.0,0.9999367544467966
160,0.1850986669305712,0.8591132664722821,1.836889398516124,5,160,1e-09,6.25,5,15811,400.0,0.9999367544467966
161,0.18617920893302653,0.8081022787673308,1.7719639745665734,5,161,1e-09,6.25,6,15811,400.0,0.9999367544467966
162,0.18727741693146527,0.7524114449461644,1.699187451268946,5,162,1e-09,6.25,7,15811,400.0,0.9999367544467966
163,0.18837566692673136,0.6935807476735562,1.6181056752575018,5,163,1e-09,6.25,8,15811,400.0,0.9999367544467966
164,0.18946058292931411,0.6331202659401344,1.5262264017426719,5,164,1e-09,6.25,9,15811,400.0,0.9999367544467966
165,0.1905374579364434,0.5724347221803968,1.4208925375726826,5,165,1e-09,6.25,10,15811,400.0,0.9999367544467966
166,0.19161341594008263,0.512772516085325,1.3025479260638806,5,166,1e-09,6.25,11,15811,400.0,0.9999367544467966
167,0.19268954094150104,0.45518007932436644,1.1763074919032963,5,167,1e-09,6.25,12,15811,400.0,0.9999367544467966
168,0.19376774894772097,0.4004623854128548,1.0497417629989676,5,168,1e-09,6.25,13,15811,400.0,0.9999367544467966
169,0.19484320694755297,0.3491747860465982,0.9293318038265839,5,169,1e-09,6.25,14,15811,400.0,0.9999367544467966
170,0.19595895694510546,0.30165347485727195,0.8193668736038927,5,170,1e-09,6.25,15,15811,400.0,0.9999367544467966
171,0.19704304094193503,0.2580626415673635,0.7228912941296011,5,171,1e-09,6.25,16,15811,400.0,0.9999367544467966
172,0.19813474993861746,0.21843861183078722,0.6420456858559256,5,172,1e-09,6.25,17,15811,400.0,0.9999367544467966
173,0.19921379094012082,0.18272704698927233,0.5777997156872248,5,173,1e-09,6.25,18,15811,400.0,0.9999367544467966
174,0.2003089989448199,0.1508129105801455,0.5299542176616637,5,174,1e-09,6.25,19,15811,400.0,0.9999367544467966
175,0.20139045694668312,0.12254278408399585,0.4971446074971225,5,175,1e-09,6.25,20,15811,400.0,0.9999367544467966
176,0.20247158194251824,0.0977409918434098,0.47709131424046475,5,176,1e-09,6.25,21,15811,400.0,0.9999367544467966
177,0.20355074893450364,0.07622072769245297,0.4669368275674521,5,177,1e-09,6.25,22,15811,400.0,0.9999367544467966
178,0.2046344989357749,0.057791805325627534,0.46389560819257303,5,178,1e-09,6.25,23,15811,400.0,0.9999367544467966
179,0.20570895694254432,0.0422654939007104,0.46534879172734167,5,179,1e-09,6.25,24,15811,400.0,0.9999367544467966
180,0.2067830399319064,0.02945820044238102,0.4696474714753918,5,180,1e-09,6.25,25,15811,400.0,0.9999367544467966
181,0.2078587069263449,0.01919250920158999,0.47464419867521235,5,181,1e-09,6.25,26,15811,400.0,0.9999367544467966
182,0.20893733193224762,0.011300636390047171,0.48139779481622025,5,182,1e-09,6.25,27,15811,400.0,0.9999367544467966
183,0.21001995692495257,0.005618806986364439,0.48344638106334953,5,183,1e-09,6.25,28,15811,400.0,0.9999367544467966
184,0.2111329159233719,0.0020053178073384803,0.4989317407118219,5,184,1e-09,6.25,29,15811,400.0,0.9999367544467966
185,0.21221483292174526,0.0002847905092353802,0.4650148778643932,5,185,1e-09,6.25,30,15811,400.0,0.9999367544467966
186,0.21328812492720317,0.00044025073549425263,0.6087482445679633,5,186,1e-09,6.25,31,15811,400.0,0.9999367544467966
187,0.2143697079300182,0.0020029869413565526,0.06309273596426741,5,187,1e-09,6.25,32,15811,400.0,0.9999367544467966
188,0.21544966592045967,0.007865773034921896,2.405938709541811,5,188,1e-09,6.25,33,15811,400.0,0.9999367544467966
189,0.21652758191339672,0.03796650333784847,8.128127561805831,5,189,1e-09,6.25,34,15811,400.0,0.9999367544467966
190,0.21760245691984892,0.7287398195468863,40.66663115840602,5,190,1e-09,6.25,35,15811,400.0,0.9999367544467966
191,0.21868066492606886,14.697209358314336,211.22664314553091,5,191,1e-09,6.25,36,15811,400.0,0.9999367544467966
192,0.21995078992040362,1.0,2.0,6,192,1e-09,3.125,0,15811,400.0,0.9999367544467966
193,0.22103008191334084,0.9900250624999999,1.989956281554949,6,193,1e-09,3.125,1,15811,400.0,0.9999367544467966
194,0.2221173729194561,0.9703291013579195,1.969371000870309,6,194,1e-09,3.125,2,15811,400.0,0.9999367544467966
195,0.22318991491920315,0.9413946221979128,1.9370790611192858,6,195,1e-09,3.125,3,15811,400.0,0.9999367544467966
196,0.224267789919395,0.9039755389736651,1.8925731011655096,6,196,1e-09,3.125,4,15811,400.0,0.9999367544467966
197,0.2253497899218928,0.8591132664722821,1.836889398516124,6,197,1e-09,3.125,5,15811,400.0,0.9999367544467966
198,0.22645858192117885,0.8081022787673308,1.7719639745665734,6,198,1e-09,3.125,6,15811,400.0,0.9999367544467966
199,0.2275387069239514,0.7524114449461644,1.699187451268946,6,199,1e-09,3.125,7,15811,400.0,0.9999367544467966
200,0.22861366493452806,0.6935807476735562,1.6181056752575018,6,200,1e-09,3.125,8,15811,400.0,0.9999367544467966
201,0.2298337479296606,0.6331202659401344,1.5262264017426719,6,201,1e-09,3.125,9,15811,400.0,0.9999367544467966
202,0.23096091393381357,0.5724347221803968,1.4208925375726826,6,202,1e-09,3.125,10,15811,400.0,0.9999367544467966
203,0.23207024694420397,0.512772516085325,1.3025479260638806,6,203,1e-09,3.125,11,15811,400.0,0.9999367544467966
204,0.23319174694188405,0.45518007932436644,1.1763074919032963,6,204,1e-09,3.125,12,15811,400.0,0.9999367544467966
205,0.2342861219367478,0.4004623854128548,1.0497417629989676,6,205,1e-09,3.125,13,15811,400.0,0.9999367544467966
206,0.23542691393231507,0.3491747860465982,0.9293318038265839,6,206,1e-09,3.125,14,15811,400.0,0.9999367544467966
207,0.2365962469339138,0.30165347485727195,0.8193668736038927,6,207,1e-09,3.125,15,15811,400.0,0.9999367544467966
208,0.23779503893456422,0.2580626415673635,0.7228912941296011,6,208,1e-09,3.125,16,15811,400.0,0.9999367544467966
209,0.2389247889368562,0.21843861183078722,0.6420456858559256,6,209,1e-09,3.125,17,15811,400.0,0.9999367544467966
210,0.2400353719422128,0.18272704698927233,0.5777997156872248,6,210,1e-09,3.125,18,15811,400.0,0.9999367544467966
211,0.24114316393388435,0.1508129105801455,0.5299542176616637,6,211,1e-09,3.125,19,15811,400.0,0.9999367544467966
212,0.24225399794522673,0.12254278408399585,0.4971446074971225,6,212,1e-09,3.125,20,15811,400.0,0.9999367544467966
213,0.2433467059454415,0.0977409918434098,0.47709131424046475,6,213,1e-09,3.125,21,15811,400.0,0.9999367544467966
214,0.24444116394442972,0.07622072769245297,0.4669368275674521,6,214,1e-09,3.125,22,15811,400.0,0.9999367544467966
215,0.24553166393889114,0.057791805325627534,0.46389560819257303,6,215,1e-09,3.125,23,15811,400.0,0.9999367544467966
216,0.24686908094736282,0.0422654939007104,0.46534879172734167,6,216,1e-09,3.125,24,15811,400.0,0.9999367544467966
217,0.24797991395462304,0.02945820044238102,0.4696474714753918,6,217,1e-09,3.125,25,15811,400.0,0.9999367544467966
218,0.24907462295959704,0.01919250920158999,0.47464419867521235,6,218,1e-09,3.125,26,15811,400.0,0.9999367544467966
219,0.25016499796765856,0.011300636390047171,0.48139779481622025,6,219,1e-09,3.125,27,15811,400.0,0.9999367544467966
220,0.2513021229678998,0.005618806986364439,0.48344638106334953,6,220,1e-09,3.125,28,15811,400.0,0.9999367544467966
221,0.25238770597206894,0.0020053178073384803,0.4989317407118219,6,221,1e-09,3.125,29,15811,400.0,0.9999367544467966
222,0.25346874697424937,0.0002847905092353802,0.4650148778643932,6,222,1e-09,3.125,30,15811,400.0,0.9999367544467966
223,0.2545568719651783,0.00044025073549425263,0.6087482445679633,6,223,1e-09,3.125,31,15811,400.0,0.9999367544467966
224,0.255656746958266,0.0020029869413565526,0.06309273596426741,6,224,1e-09,3.125,32,15811,400.0,0.9999367544467966
225,0.25674383096338715,0.007865773034921896,2.405938709541811,6,225,1e-09,3.125,33,15811,400.0,0.9999367544467966
226,0.2578260809677886,0.03796650333784847,8.128127561805831,6,226,1e-09,3.125,34,15811,400.0,0.9999367544467966
227,0.25891303896787576,0.7287398195468863,40.66663115840602,6,227,1e-09,3.125,35,15811,400.0,0.9999367544467966
228,0.2599979139631614,14.697209358314336,211.22664314553091,6,228,1e-09,3.125,36,15811,400.0,0.9999367544467966
229,0.261276746969088,1.0,2.0,7,229,1e-09,1.5625,0,15811,400.0,0.9999367544467966
230,0.26235470596293453,0.9900250624999999,1.989956281554949,7,230,1e-09,1.5625,1,15811,400.0,0.9999367544467966
231,0.26344620596501045,0.9703291013579195,1.969371000870309,7,231,1e-09,1.5625,2,15811,400.0,0.9999367544467966
232,0.26453366395435296,0.9413946221979128,1.9370790611192858,7,232,1e-09,1.5625,3,15811,400.0,0.9999367544467966
233,0.26561678895086516,0.9039755389736651,1.8925731011655096,7,233,1e-09,1.5625,4,15811,400.0,0.9999367544467966
234,0.26673866395140067,0.8591132664722821,1.836889398516124,7,234,1e-09,1.5625,5,15811,400.0,0.9999367544467966
