iter,elapsed_time,obj,gradnorm,eval,grad,B,B0,iter_inner,K,inv_step,momentum
0,0,1.0,2.0,1,0,1e-08,100,0,158114,4000.0,0.9999936754446797
1,0.0012509580119512975,0.9990002500062503,1.9989999506253127,1,1,1e-08,100,1,158114,4000.0,0.9999936754446797
2,0.0023930830211611465,0.9970032554951984,1.9969997362757181,1,2,1e-08,100,2,158114,4000.0,0.9999936754446797
3,0.003513625022605993,0.9940135215260278,1.9939949787409341,1,3,1e-08,100,3,158114,4000.0,0.9999936754446797
4,0.004682834027335048,0.9900375723300235,1.9899716490034256,1,4,1e-08,100,4,158114,4000.0,0.9999936754446797
5,0.005807209032354876,0.9850840131750945,1.9849018226714963,1,5,1e-08,100,5,158114,4000.0,0.9999936754446797
6,0.006940959036001004,0.9791636564149836,1.9787435837547824,1,6,1e-08,100,6,158114,4000.0,0.9999936754446797
7,0.008261334034614265,0.9722897241160025,1.9714473699941297,1,7,1e-08,100,7,158114,4000.0,0.9999936754446797
8,0.009440293040825054,0.9644781240658027,1.9629697208301367,1,8,1e-08,100,8,158114,4000.0,0.9999936754446797
9,0.01057129303808324,0.9557477777785294,1.9532937575619933,1,9,1e-08,100,9,158114,4000.0,0.9999936754446797
10,0.011698501039063558,0.9461209622247635,1.942454140733046,1,10,1e-08,100,10,158114,4000.0,0.9999936754446797
11,0.012909793033031747,0.9356236149541448,1.930562998375907,1,11,1e-08,100,11,158114,4000.0,0.9999936754446797
12,0.014052127036848105,0.9242855475284195,1.9178325736305015,1,12,1e-08,100,12,158114,4000.0,0.9999936754446797
13,0.01518396002938971,0.912140515819763,1.904590157944825,1,13,1e-08,100,13,158114,4000.0,0.9999936754446797
14,0.01646337701822631,0.8992261073646812,1.8912812362382672,1,14,1e-08,100,14,158114,4000.0,0.9999936754446797
15,0.01763071100867819,0.8855834239633574,1.878457634634467,1,15,1e-08,100,15,158114,4000.0,0.9999936754446797
16,0.018800128003931604,0.8712565596071961,1.8667488171968503,1,16,1e-08,100,16,158114,4000.0,0.9999936754446797
17,0.019956086005549878,0.8562918967800076,1.856816337109402,1,17,1e-08,100,17,158114,4000.0,0.9999936754446797
18,0.02113933600776363,0.8407372654821484,1.849293782009603,1,18,1e-08,100,18,158114,4000.0,0.9999936754446797
