iter,elapsed_time,obj,gradnorm,eval,grad,L
0,0,2.3975866060503814,0.3775090269404096,0,1,0.001
1,0.2716280829918105,2.313932579230237,0.13319663047124994,0,12,0.9216000000000001
2,0.29519133298890665,2.2986199576084267,0.08326869768063828,0,13,0.8294400000000001
3,0.3184823749761563,2.2914810386555353,0.06319136445347047,0,14,0.746496
4,0.3417837919841986,2.286433799156862,0.05831645150358051,0,15,0.6718464000000001
5,0.3655891669623088,2.2813853628578022,0.05860630337090265,0,16,0.60466176
6,0.3892115009657573,2.275633665236596,0.06023316209947591,0,17,0.544195584
7,0.41281770897330716,2.2688472450900825,0.06250120594281203,0,18,0.4897760256
8,0.43624866698519327,2.2606906353082543,0.06545139755684493,0,19,0.44079842304
9,0.4591139580006711,2.2506999997857866,0.06925287543504166,0,20,0.396718580736
10,0.482690333010396,2.238198798534754,0.07412549944700515,0,21,0.3570467226624
11,0.5063453740149271,2.222183061995744,0.08031686613740176,0,22,0.32134205039616004
12,0.5296873740153387,2.201159015102207,0.08804115341562188,0,23,0.28920784535654404
13,0.5531919150089379,2.172948260613765,0.09734590817564827,0,24,0.26028706082088965
14,0.5767475820321124,2.1345518271611423,0.10788134490156763,0,25,0.2342583547388007
15,0.6003679990244564,2.08232134883088,0.11864164308778317,0,26,0.21083251926492064
16,0.6236450820288155,2.0127922288211963,0.12803125898049236,0,27,0.1897492673384286
17,0.6462754160165787,1.9240474526425366,0.13468972832509335,0,28,0.17077434060458574
18,0.6699775410233997,1.8163714387503247,0.1382748884902405,0,29,0.15369690654412718
19,0.6934832070255652,1.6918277589591053,0.13856398892820304,0,30,0.13832721588971447
20,0.7187219990300946,1.5549378906261664,0.1350974864325033,0,31,0.12449449430074302
21,0.7428198320267256,1.4158391101182959,0.1564791020886929,0,32,0.11204504487066873
22,0.8366387900023255,1.3958088897660132,0.1376220215888822,0,36,0.8067243230688148
23,0.8597715819778387,1.3755597122580914,0.1326532887604336,0,37,0.7260518907619333
24,0.8831594569783192,1.3538315193610897,0.1315244700155258,0,38,0.65344670168574
25,0.9065699569764547,1.3304631739185666,0.13367896587568442,0,39,0.588102031517166
26,0.9298458319681231,1.305829371892776,0.1439916499838609,0,40,0.5292918283654494
27,0.9534886649635155,1.2822988556616843,0.18162284556045422,0,41,0.4763626455289045
28,1.0006099149468355,1.2627813611413405,0.14034511943894207,0,43,0.8574527619520281
29,1.023785748926457,1.2454105077073707,0.1295539974727648,0,44,0.7717074857568254
30,1.0473294989205897,1.2273113955205726,0.12660796809003205,0,45,0.6945367371811428
31,1.0707225819060113,1.208053811977847,0.12802181244448382,0,46,0.6250830634630286
32,1.0937985399214085,1.1878963014202082,0.13707581307262712,0,47,0.5625747571167257
33,1.1170591229165439,1.1685357409131891,0.16874787075006167,0,48,0.5063172814050532
34,1.1631767889193725,1.152130032092584,0.12572309638290366,0,50,0.9113711065290957
35,1.1859850389300846,1.1380567475599157,0.11578162210135326,0,51,0.8202339958761862
36,1.2102334559313022,1.1233956243485628,0.11243235935296897,0,52,0.7382105962885676
37,1.2346582469472196,1.1077045529971632,0.1111909686996609,0,53,0.6643895366597108
38,1.2577232469338924,1.0909497961398869,0.11214813852037635,0,54,0.5979505829937397
39,1.2821266219543759,1.073406900046176,0.11916628761920936,0,55,0.5381555246943658
40,1.308121787966229,1.056559581569938,0.1469488469309115,0,56,0.4843399722249292
41,1.356416079972405,1.0434270701676396,0.11540374178940647,0,58,0.8718119500048725
42,1.3802427889604587,1.0315737336877389,0.10693455985274226,0,59,0.7846307550043853
43,1.40418233096716,1.0192338201019746,0.10422651469162013,0,60,0.7061676795039468
44,1.4274799559789244,1.0061698314585543,0.10468344126806547,0,61,0.6355509115535521
45,1.4509346229897346,0.9925205977628253,0.1107056034947506,0,62,0.571995820398197
46,1.473708831006661,0.9792590716628373,0.1327533969550065,0,63,0.5147962383583773
47,1.5289965810079593,0.9686832597581186,0.100830882725502,0,65,0.9266332290450792
48,1.5523643310007174,0.9594525838456661,0.09379154682464372,0,66,0.8339699061405713
49,1.5761701640149113,0.949781317943264,0.09121390599692027,0,67,0.7505729155265142
50,1.6062603720056359,0.9394257202879365,0.09000061779302157,0,68,0.6755156239738628
51,1.633069080999121,0.9283450925194968,0.09009243049545461,0,69,0.6079640615764765
